source,term_name,term_id,highlighted,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,intersections
GO:MF,transporter activity,GO:0005215,FALSE,0.03856193253471220,1.4138412095168500,1316,351,43,16978,"OS02G0301100,OS08G0187800,OS03G0296800,OS06G0336200,OS07G0106200,OS06G0143700,OS04G0559700,OS06G0644200,OS03G0823500,OS04G0441800,OS03G0817200,OS10G0501500,OS04G0571600,OS07G0559700,OS08G0300300,OS10G0554200,OS02G0768300,OS01G0825800,OS04G0460300,OS10G0360100,OS01G0975900,OS05G0269200,OS05G0430900,OS01G0645900,OS05G0468700,OS05G0119000,OS08G0529000,OS12G0503000,OS08G0564300,OS05G0120200,OS01G0919800,OS09G0484900,OS01G0704100,OS02G0573500,OS06G0324800,OS02G0574100,OS10G0492600,OS02G0595900,OS02G0112100,OS02G0112600,OS02G0620600,OS02G0676400,OS03G0233000"
GO:MF,"oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor",GO:0046857,FALSE,0.04706774555882200,1.3272766029428400,4,351,2,16978,"OS08G0468100,OS02G0770800"
GO:MF,sequence-specific DNA binding,GO:0043565,TRUE,0.04706774555882200,1.3272766029428400,727,351,27,16978,"OS04G0605100,OS02G0752800,OS01G0900800,OS01G0185900,OS07G0688200,OS04G0665600,OS07G0581700,OS05G0129300,OS02G0265200,OS06G0496400,OS02G0671300,OS12G0634500,OS02G0698800,OS01G0625300,OS09G0474000,OS08G0487100,OS02G0649300,OS11G0705900,OS03G0191900,OS10G0376900,OS04G0541700,OS04G0580300,OS07G0606600,OS02G0638650,OS01G0624700,OS02G0232000,OS07G0182000"
GO:BP,reactive nitrogen species metabolic process,GO:2001057,FALSE,7.3639984116981E-08,7.132886313838700,11,307,7,15906,"OS08G0468100,OS01G0704100,OS01G0357100,OS02G0595900,OS02G0112100,OS02G0112600,OS02G0770800"
GO:BP,nitrate metabolic process,GO:0042126,TRUE,7.3639984116981E-08,7.132886313838700,11,307,7,15906,"OS08G0468100,OS01G0704100,OS01G0357100,OS02G0595900,OS02G0112100,OS02G0112600,OS02G0770800"
GO:BP,nitrate assimilation,GO:0042128,FALSE,7.3639984116981E-08,7.132886313838700,11,307,7,15906,"OS08G0468100,OS01G0704100,OS01G0357100,OS02G0595900,OS02G0112100,OS02G0112600,OS02G0770800"
GO:BP,nitrogen cycle metabolic process,GO:0071941,FALSE,7.3639984116981E-08,7.132886313838700,15,307,8,15906,"OS02G0168000,OS08G0468100,OS01G0704100,OS01G0357100,OS02G0595900,OS02G0112100,OS02G0112600,OS02G0770800"
GO:BP,response to nitrate,GO:0010167,TRUE,0.00001542621100352190,4.8117407325457400,13,307,6,15906,"OS04G0665600,OS10G0554200,OS01G0704100,OS02G0595900,OS02G0112100,OS02G0112600"
GO:BP,response to inorganic substance,GO:0010035,FALSE,0.000028459586014643500,4.545771421639770,192,307,17,15906,"OS04G0448900,OS04G0559700,OS02G0766700,OS04G0665600,OS03G0266300,OS02G0669100,OS10G0554200,OS11G0454300,OS05G0119000,OS01G0908200,OS11G0484500,OS01G0704100,OS06G0562200,OS02G0595900,OS02G0112100,OS02G0112600,OS01G0136000"
GO:BP,response to salt,GO:1902074,FALSE,0.000028459586014643500,4.545771421639770,109,307,13,15906,"OS04G0448900,OS04G0559700,OS02G0766700,OS04G0665600,OS02G0669100,OS10G0554200,OS11G0454300,OS11G0484500,OS01G0704100,OS06G0562200,OS02G0595900,OS02G0112100,OS02G0112600"
GO:BP,nitrate transmembrane transport,GO:0015706,TRUE,0.00007718193833876100,4.112484318803530,10,307,5,15906,"OS10G0554200,OS01G0704100,OS02G0595900,OS02G0112100,OS02G0112600"
GO:BP,nitrate import,GO:1902025,FALSE,0.00012379134382797300,3.907309722514440,11,307,5,15906,"OS10G0554200,OS01G0704100,OS02G0595900,OS02G0112100,OS02G0112600"
GO:BP,inorganic anion transport,GO:0015698,FALSE,0.00022174477259165400,3.6541466094279500,77,307,10,15906,"OS06G0143700,OS04G0665600,OS08G0300300,OS10G0554200,OS01G0645900,OS01G0704100,OS06G0324800,OS02G0595900,OS02G0112100,OS02G0112600"
GO:BP,inorganic anion transmembrane transport,GO:0098661,FALSE,0.00037058612369774100,3.431110846523670,49,307,8,15906,"OS06G0143700,OS08G0300300,OS10G0554200,OS01G0645900,OS01G0704100,OS02G0595900,OS02G0112100,OS02G0112600"
GO:BP,cellular response to nitrate,GO:0071249,FALSE,0.0023935444233192500,2.620958507758640,4,307,3,15906,"OS01G0704100,OS02G0112100,OS02G0112600"
GO:BP,carbohydrate metabolic process,GO:0005975,TRUE,0.004372132136030620,2.359306721131810,1006,307,38,15906,"OS03G0370000,OS01G0880400,OS02G0798100,OS04G0647800,OS06G0561000,OS12G0190000,OS11G0701500,OS05G0375400,OS08G0518900,OS04G0664800,OS02G0200300,OS03G0291200,OS01G0191700,OS05G0438600,OS03G0374600,OS05G0247100,OS05G0187100,OS01G0880300,OS07G0480800,OS06G0356800,OS06G0106800,OS11G0701800,OS05G0407500,OS10G0542900,OS08G0473900,OS02G0605900,OS01G0296200,OS05G0495900,OS01G0946700,OS04G0486950,OS11G0484500,OS01G0860400,OS01G0860500,OS01G0268600,OS03G0351300,OS08G0120600,OS07G0182000,OS04G0458900"
GO:BP,cellular response to reactive nitrogen species,GO:1902170,FALSE,0.005055556998004320,2.29623098886953,5,307,3,15906,"OS01G0704100,OS02G0112100,OS02G0112600"
GO:BP,transmembrane transport,GO:0055085,TRUE,0.006322007989986760,2.199144959618720,1342,307,46,15906,"OS02G0301100,OS08G0187800,OS03G0296800,OS06G0336200,OS07G0106200,OS06G0143700,OS04G0559700,OS06G0644200,OS03G0823500,OS04G0441800,OS03G0817200,OS10G0501500,OS04G0571600,OS07G0559700,OS08G0300300,OS10G0554200,OS02G0768300,OS01G0825800,OS04G0460300,OS10G0360100,OS01G0975900,OS05G0269200,OS05G0430900,OS01G0645900,OS05G0468700,OS05G0119000,OS08G0529000,OS12G0503000,OS08G0564300,OS05G0120200,OS01G0919800,OS09G0484900,OS02G0191800,OS01G0704100,OS04G0618700,OS02G0573500,OS06G0633100,OS06G0324800,OS02G0574100,OS10G0492600,OS02G0595900,OS02G0112100,OS02G0112600,OS02G0620600,OS02G0676400,OS03G0233000"
GO:BP,response to oxygen-containing compound,GO:1901700,FALSE,0.00855983720681081,2.067534494768650,506,307,23,15906,"OS04G0448900,OS09G0439200,OS04G0559700,OS02G0766700,OS04G0665600,OS03G0125100,OS03G0266300,OS08G0440100,OS02G0669100,OS10G0554200,OS05G0407500,OS11G0454300,OS01G0908200,OS10G0533500,OS11G0484500,OS01G0704100,OS04G0618700,OS06G0562200,OS02G0612900,OS02G0595900,OS02G0112100,OS02G0112600,OS01G0136000"
GO:BP,sesquiterpenoid biosynthetic process,GO:0016106,TRUE,0.009448270150476260,2.0246476976147200,15,307,4,15906,"OS04G0448900,OS03G0203200,OS03G0645900,OS12G0617400"
GO:BP,response to chemical,GO:0042221,FALSE,0.010829969487257300,1.9653727669697400,1307,307,44,15906,"OS03G0405900,OS04G0647800,OS04G0448900,OS09G0439200,OS04G0559700,OS02G0766700,OS04G0665600,OS03G0125100,OS04G0688300,OS03G0266300,OS08G0440100,OS04G0571600,OS03G0276500,OS02G0669100,OS07G0638400,OS10G0554200,OS04G0543900,OS03G0860100,OS05G0407500,OS02G0643800,OS11G0454300,OS06G0594400,OS03G0369000,OS05G0119000,OS08G0529000,OS01G0908200,OS10G0527400,OS10G0533500,OS11G0484500,OS01G0919800,OS11G0246200,OS01G0704100,OS05G0460000,OS04G0618700,OS02G0512000,OS06G0562200,OS02G0612900,OS04G0690600,OS02G0595900,OS02G0112100,OS02G0112600,OS09G0367700,OS02G0676400,OS01G0136000"
GO:BP,terpenoid metabolic process,GO:0006721,FALSE,0.010829969487257300,1.9653727669697400,129,307,10,15906,"OS04G0448900,OS03G0125100,OS03G0203200,OS12G0626400,OS05G0408900,OS03G0645900,OS10G0533500,OS05G0560900,OS06G0599200,OS12G0617400"
GO:BP,terpenoid biosynthetic process,GO:0016114,FALSE,0.01140515450837540,1.942898826855520,108,307,9,15906,"OS04G0448900,OS03G0125100,OS03G0203200,OS12G0626400,OS05G0408900,OS03G0645900,OS10G0533500,OS06G0599200,OS12G0617400"
GO:BP,regulation of RNA biosynthetic process,GO:2001141,FALSE,0.01140515450837540,1.942898826855520,1814,307,56,15906,"OS04G0605100,OS01G0174000,OS02G0752800,OS01G0900800,OS01G0185900,OS07G0688200,OS08G0535800,OS02G0766700,OS03G0169600,OS04G0665600,OS07G0581700,OS03G0214200,OS07G0684900,OS05G0129300,OS04G0648900,OS02G0265200,OS06G0496400,OS02G0791300,OS06G0662200,OS02G0713700,OS08G0490100,OS02G0671300,OS01G0141000,OS04G0586200,OS03G0237250,OS03G0860100,OS03G0811400,OS12G0634500,OS02G0698800,OS06G0166400,OS01G0625300,OS09G0474000,OS09G0410700,OS08G0487100,OS02G0649300,OS11G0705900,OS03G0191900,OS10G0376900,OS01G0693400,OS04G0541700,OS07G0602900,OS04G0580300,OS07G0119300,OS03G0764600,OS06G0284500,OS03G0270000,OS05G0549800,OS06G0107800,OS04G0690600,OS07G0606600,OS02G0638650,OS01G0624700,OS02G0232000,OS02G0191600,OS11G0184900,OS07G0182000"
GO:BP,regulation of DNA-templated transcription,GO:0006355,TRUE,0.01140515450837540,1.942898826855520,1814,307,56,15906,"OS04G0605100,OS01G0174000,OS02G0752800,OS01G0900800,OS01G0185900,OS07G0688200,OS08G0535800,OS02G0766700,OS03G0169600,OS04G0665600,OS07G0581700,OS03G0214200,OS07G0684900,OS05G0129300,OS04G0648900,OS02G0265200,OS06G0496400,OS02G0791300,OS06G0662200,OS02G0713700,OS08G0490100,OS02G0671300,OS01G0141000,OS04G0586200,OS03G0237250,OS03G0860100,OS03G0811400,OS12G0634500,OS02G0698800,OS06G0166400,OS01G0625300,OS09G0474000,OS09G0410700,OS08G0487100,OS02G0649300,OS11G0705900,OS03G0191900,OS10G0376900,OS01G0693400,OS04G0541700,OS07G0602900,OS04G0580300,OS07G0119300,OS03G0764600,OS06G0284500,OS03G0270000,OS05G0549800,OS06G0107800,OS04G0690600,OS07G0606600,OS02G0638650,OS01G0624700,OS02G0232000,OS02G0191600,OS11G0184900,OS07G0182000"
GO:BP,sesquiterpenoid metabolic process,GO:0006714,FALSE,0.014955311156057300,1.8252045467280900,18,307,4,15906,"OS04G0448900,OS03G0203200,OS03G0645900,OS12G0617400"
GO:BP,oxoacid metabolic process,GO:0043436,FALSE,0.015156069435630200,1.8194134137268200,871,307,32,15906,"OS04G0448900,OS06G0561000,OS09G0565700,OS11G0521500,OS04G0516600,OS01G0191700,OS07G0100200,OS05G0187100,OS04G0543900,OS03G0645900,OS03G0291500,OS03G0223400,OS01G0855600,OS04G0486950,OS10G0550900,OS11G0484500,OS05G0560900,OS08G0468100,OS01G0720700,OS01G0704100,OS04G0683700,OS05G0370700,OS01G0357100,OS08G0120600,OS12G0617400,OS02G0595900,OS02G0112100,OS02G0112600,OS05G0244700,OS02G0218700,OS01G0138800,OS02G0770800"
GO:BP,organic acid metabolic process,GO:0006082,FALSE,0.015156069435630200,1.8194134137268200,872,307,32,15906,"OS04G0448900,OS06G0561000,OS09G0565700,OS11G0521500,OS04G0516600,OS01G0191700,OS07G0100200,OS05G0187100,OS04G0543900,OS03G0645900,OS03G0291500,OS03G0223400,OS01G0855600,OS04G0486950,OS10G0550900,OS11G0484500,OS05G0560900,OS08G0468100,OS01G0720700,OS01G0704100,OS04G0683700,OS05G0370700,OS01G0357100,OS08G0120600,OS12G0617400,OS02G0595900,OS02G0112100,OS02G0112600,OS05G0244700,OS02G0218700,OS01G0138800,OS02G0770800"
GO:BP,regulation of nucleobase-containing compound metabolic process,GO:0019219,FALSE,0.02125694168967250,1.6724992187798700,1958,307,58,15906,"OS07G0184800,OS04G0605100,OS01G0174000,OS02G0752800,OS01G0900800,OS03G0799000,OS01G0185900,OS07G0688200,OS08G0535800,OS02G0766700,OS03G0169600,OS04G0665600,OS07G0581700,OS03G0214200,OS07G0684900,OS05G0129300,OS04G0648900,OS02G0265200,OS06G0496400,OS02G0791300,OS06G0662200,OS02G0713700,OS08G0490100,OS02G0671300,OS01G0141000,OS04G0586200,OS03G0237250,OS03G0860100,OS03G0811400,OS12G0634500,OS02G0698800,OS06G0166400,OS01G0625300,OS09G0474000,OS09G0410700,OS08G0487100,OS02G0649300,OS11G0705900,OS03G0191900,OS10G0376900,OS01G0693400,OS04G0541700,OS07G0602900,OS04G0580300,OS07G0119300,OS03G0764600,OS06G0284500,OS03G0270000,OS05G0549800,OS06G0107800,OS04G0690600,OS07G0606600,OS02G0638650,OS01G0624700,OS02G0232000,OS02G0191600,OS11G0184900,OS07G0182000"
GO:BP,tetraterpenoid biosynthetic process,GO:0016109,TRUE,0.022955088250025700,1.6391210332649600,21,307,4,15906,"OS04G0448900,OS03G0125100,OS12G0626400,OS10G0533500"
GO:BP,carotenoid biosynthetic process,GO:0016117,FALSE,0.022955088250025700,1.6391210332649600,21,307,4,15906,"OS04G0448900,OS03G0125100,OS12G0626400,OS10G0533500"
GO:BP,cellular response to nitrogen compound,GO:1901699,FALSE,0.025496230421063600,1.5935240245992700,10,307,3,15906,"OS01G0704100,OS02G0112100,OS02G0112600"
GO:BP,water transport,GO:0006833,TRUE,0.025496230421063600,1.5935240245992700,22,307,4,15906,"OS06G0336200,OS04G0559700,OS01G0975900,OS10G0492600"
GO:BP,fluid transport,GO:0042044,FALSE,0.025496230421063600,1.5935240245992700,22,307,4,15906,"OS06G0336200,OS04G0559700,OS01G0975900,OS10G0492600"
GO:BP,regulation of RNA metabolic process,GO:0051252,FALSE,0.02801573951936200,1.5525979091614600,1910,307,56,15906,"OS04G0605100,OS01G0174000,OS02G0752800,OS01G0900800,OS01G0185900,OS07G0688200,OS08G0535800,OS02G0766700,OS03G0169600,OS04G0665600,OS07G0581700,OS03G0214200,OS07G0684900,OS05G0129300,OS04G0648900,OS02G0265200,OS06G0496400,OS02G0791300,OS06G0662200,OS02G0713700,OS08G0490100,OS02G0671300,OS01G0141000,OS04G0586200,OS03G0237250,OS03G0860100,OS03G0811400,OS12G0634500,OS02G0698800,OS06G0166400,OS01G0625300,OS09G0474000,OS09G0410700,OS08G0487100,OS02G0649300,OS11G0705900,OS03G0191900,OS10G0376900,OS01G0693400,OS04G0541700,OS07G0602900,OS04G0580300,OS07G0119300,OS03G0764600,OS06G0284500,OS03G0270000,OS05G0549800,OS06G0107800,OS04G0690600,OS07G0606600,OS02G0638650,OS01G0624700,OS02G0232000,OS02G0191600,OS11G0184900,OS07G0182000"
GO:BP,nitric oxide metabolic process,GO:0046209,FALSE,0.02884756483795410,1.5398908418522900,3,307,2,15906,"OS08G0468100,OS02G0770800"
GO:BP,tertiary alcohol biosynthetic process,GO:1902645,FALSE,0.02884756483795410,1.5398908418522900,11,307,3,15906,"OS04G0448900,OS03G0645900,OS12G0617400"
GO:BP,regulation of endopeptidase activity,GO:0052548,FALSE,0.02884756483795410,1.5398908418522900,11,307,3,15906,"OS01G0124100,OS01G0124650,OS03G0823400"
GO:BP,apocarotenoid biosynthetic process,GO:0043289,FALSE,0.02884756483795410,1.5398908418522900,11,307,3,15906,"OS04G0448900,OS03G0645900,OS12G0617400"
GO:BP,abscisic acid biosynthetic process,GO:0009688,FALSE,0.02884756483795410,1.5398908418522900,11,307,3,15906,"OS04G0448900,OS03G0645900,OS12G0617400"
GO:BP,nitric oxide biosynthetic process,GO:0006809,FALSE,0.02884756483795410,1.5398908418522900,3,307,2,15906,"OS08G0468100,OS02G0770800"
GO:BP,negative regulation of endopeptidase activity,GO:0010951,TRUE,0.02884756483795410,1.5398908418522900,11,307,3,15906,"OS01G0124100,OS01G0124650,OS03G0823400"
GO:BP,response to water deprivation,GO:0009414,TRUE,0.030324168184411900,1.5182111033344200,84,307,7,15906,"OS04G0448900,OS04G0559700,OS02G0766700,OS02G0669100,OS11G0454300,OS11G0484500,OS06G0562200"
GO:BP,regulation of primary metabolic process,GO:0080090,FALSE,0.030596781828390300,1.5143242502396900,2334,307,65,15906,"OS03G0370000,OS07G0184800,OS04G0605100,OS01G0174000,OS02G0752800,OS01G0900800,OS03G0799000,OS07G0568300,OS01G0185900,OS07G0688200,OS08G0535800,OS02G0766700,OS03G0169600,OS04G0665600,OS07G0581700,OS03G0214200,OS07G0684900,OS05G0129300,OS04G0648900,OS02G0265200,OS01G0124100,OS06G0496400,OS02G0791300,OS06G0662200,OS02G0713700,OS08G0490100,OS02G0671300,OS01G0124650,OS01G0141000,OS04G0586200,OS03G0237250,OS03G0860100,OS03G0811400,OS12G0634500,OS02G0698800,OS06G0166400,OS01G0625300,OS09G0474000,OS09G0410700,OS08G0487100,OS02G0649300,OS11G0705900,OS03G0823400,OS03G0191900,OS10G0376900,OS01G0693400,OS04G0541700,OS07G0602900,OS04G0580300,OS07G0119300,OS01G0167400,OS03G0764600,OS06G0284500,OS03G0270000,OS05G0549800,OS06G0562200,OS06G0107800,OS04G0690600,OS07G0606600,OS02G0638650,OS01G0624700,OS02G0232000,OS02G0191600,OS11G0184900,OS07G0182000"
GO:BP,response to water,GO:0009415,FALSE,0.031670735367158700,1.4993418525677300,87,307,7,15906,"OS04G0448900,OS04G0559700,OS02G0766700,OS02G0669100,OS11G0454300,OS11G0484500,OS06G0562200"
GO:BP,export across plasma membrane,GO:0140115,FALSE,0.031670735367158700,1.4993418525677300,64,307,6,15906,"OS04G0571600,OS08G0529000,OS01G0919800,OS02G0191800,OS06G0633100,OS02G0676400"
GO:BP,tetraterpenoid metabolic process,GO:0016108,FALSE,0.031670735367158700,1.4993418525677300,26,307,4,15906,"OS04G0448900,OS03G0125100,OS12G0626400,OS10G0533500"
GO:BP,regulation of nitrogen compound metabolic process,GO:0051171,FALSE,0.031670735367158700,1.4993418525677300,2307,307,64,15906,"OS07G0184800,OS04G0605100,OS01G0174000,OS02G0752800,OS01G0900800,OS03G0799000,OS07G0568300,OS01G0185900,OS07G0688200,OS08G0535800,OS02G0766700,OS03G0169600,OS04G0665600,OS07G0581700,OS03G0214200,OS07G0684900,OS05G0129300,OS04G0648900,OS02G0265200,OS01G0124100,OS06G0496400,OS02G0791300,OS06G0662200,OS02G0713700,OS08G0490100,OS02G0671300,OS01G0124650,OS01G0141000,OS04G0586200,OS03G0237250,OS03G0860100,OS03G0811400,OS12G0634500,OS02G0698800,OS06G0166400,OS01G0625300,OS09G0474000,OS09G0410700,OS08G0487100,OS02G0649300,OS11G0705900,OS03G0823400,OS03G0191900,OS10G0376900,OS01G0693400,OS04G0541700,OS07G0602900,OS04G0580300,OS07G0119300,OS01G0167400,OS03G0764600,OS06G0284500,OS03G0270000,OS05G0549800,OS06G0562200,OS06G0107800,OS04G0690600,OS07G0606600,OS02G0638650,OS01G0624700,OS02G0232000,OS02G0191600,OS11G0184900,OS07G0182000"
GO:BP,carotenoid metabolic process,GO:0016116,FALSE,0.031670735367158700,1.4993418525677300,26,307,4,15906,"OS04G0448900,OS03G0125100,OS12G0626400,OS10G0533500"
GO:BP,carotene metabolic process,GO:0016119,TRUE,0.031670735367158700,1.4993418525677300,26,307,4,15906,"OS03G0125100,OS12G0626400,OS03G0645900,OS12G0617400"
GO:BP,cellular response to salt,GO:1902075,FALSE,0.031670735367158700,1.4993418525677300,12,307,3,15906,"OS01G0704100,OS02G0112100,OS02G0112600"
GO:BP,response to acid chemical,GO:0001101,FALSE,0.0370247209064061,1.4315082065208600,90,307,7,15906,"OS04G0448900,OS04G0559700,OS02G0766700,OS02G0669100,OS11G0454300,OS11G0484500,OS06G0562200"
